Amount_Requested,Application_Date,Loan_Title,Risk_Score,Debt-To-Income_Ratio,Zip_Code,State,Employment_Length,Policy_Code,RiskScoreMA50
2500.0,2007-11-27,maimai83,512.0,4.18%,705xx,LA,< 1 year,0.0,584.6153846153846
5000.0,2007-11-27,traylorps,447.0,8.11%,856xx,AZ,5 years,0.0,574.7857142857143
20000.0,2007-11-27,science guru,476.0,33.77%,146xx,NY,< 1 year,0.0,568.2
1000.0,2007-11-27,jmom4forme,0.0,0%,138xx,NY,< 1 year,0.0,532.6875
2500.0,2007-11-27,Khoa,562.0,19.33%,705xx,LA,1 year,0.0,534.4117647058823
1000.0,2007-11-27,chad3535,508.0,0%,254xx,WV,1 year,0.0,532.9444444444445
3000.0,2007-11-27,laine451,505.0,7.96%,027xx,MA,< 1 year,0.0,531.4736842105264
5000.0,2007-11-27,chrystine,610.0,6.69%,787xx,TX,2 years,0.0,535.4
20000.0,2007-11-27,other,663.0,31.28%,112xx,NY,10+ years,0.0,541.4761904761905
11000.0,2007-11-27,paintman1,487.0,5.56%,395xx,MS,6 years,0.0,539.0
8000.0,2007-11-27,major_purchase,698.0,0%,275xx,NC,6 years,0.0,545.9130434782609
17000.0,2007-11-27,debt_consolidation,"",100%,705xx,LA,10+ years,0.0,545.9130434782609
10000.0,2007-11-27,Poopyman1998,614.0,6.67%,012xx,MA,< 1 year,0.0,548.75
20000.0,2007-11-27,debt_consolidation,759.0,33.85%,113xx,NY,4 years,0.0,557.16
14000.0,2007-11-27,Hooliocesar,456.0,18.85%,065xx,CT,2 years,0.0,553.2692307692307
21600.0,2007-11-27,coopera,712.0,26.64%,322xx,FL,8 years,0.0,559.1481481481482
10000.0,2007-11-27,debt_consolidation,690.0,49%,549xx,WI,< 1 year,0.0,563.8214285714286
12000.0,2007-11-27,l2mai,609.0,42.68%,341xx,FL,< 1 year,0.0,565.3793103448276
9000.0,2007-11-27,brendafullman,471.0,10%,318xx,GA,1 year,0.0,562.2333333333333
5000.0,2007-11-27,eldonb16,623.0,5.22%,336xx,FL,2 years,0.0,564.1935483870968
1000.0,2007-11-27,Help me help another,0.0,0%,207xx,MD,7 years,0.0,546.5625
19000.0,2007-11-27,debt_consolidation,"",100%,306xx,GA,2 years,0.0,546.5625
12000.0,2007-11-27,major_purchase,735.0,35.42%,532xx,WI,< 1 year,0.0,552.2727272727273
6500.0,2007-11-27,eanumber6,474.0,9.33%,441xx,OH,< 1 year,0.0,549.9705882352941
5000.0,2007-11-27,home_improvement,687.0,66.15%,337xx,FL,10+ years,0.0,553.8857142857142
5000.0,2007-11-27,frank2415,426.0,2.61%,073xx,NJ,2 years,0.0,550.3333333333334
1500.0,2007-11-27,pokerjk12,439.0,6.13%,302xx,GA,2 years,0.0,547.3243243243244
10000.0,2007-11-27,charbad,649.0,50.24%,333xx,FL,2 years,0.0,550.0
4000.0,2007-11-27,other,0.0,100%,044xx,ME,< 1 year,0.0,535.8974358974359
5000.0,2007-11-27,edelbrock,609.0,41.28%,824xx,WY,< 1 year,0.0,537.725
15000.0,2007-11-27,sdpayne,672.0,33.73%,325xx,FL,2 years,0.0,541.0
2000.0,2007-11-27,onebyone,574.0,16.7%,440xx,OH,2 years,0.0,541.7857142857143
3500.0,2007-11-27,other,667.0,33.78%,633xx,MO,10+ years,0.0,544.6976744186046
5000.0,2007-11-27,JnA1202007,491.0,185.89%,117xx,NY,3 years,0.0,543.4772727272727
15000.0,2007-11-27,debt_consolidation,625.0,26.45%,130xx,NY,10+ years,0.0,545.2888888888889
2000.0,2007-11-27,abbigail,700.0,9.61%,559xx,MN,3 years,0.0,548.6521739130435
2500.0,2007-11-27,bron,0.0,0.33%,021xx,MA,2 years,0.0,536.9787234042553
10000.0,2007-11-27,debt_consolidation,657.0,33.24%,283xx,NC,10+ years,0.0,539.4791666666666
9000.0,2007-11-27,Honest Man Needing Loan,644.0,23.21%,280xx,NC,< 1 year,0.0,539.0208333333334
10000.0,2007-11-27,rickydv,508.0,0%,333xx,FL,7 years,0.0,536.125
25000.0,2007-11-27,last chance,673.0,26.97%,242xx,VA,2 years,0.0,538.1666666666666
5000.0,2007-11-27,walt,561.0,8.61%,674xx,KS,5 years,0.0,537.4166666666666
6500.0,2007-11-27,debt_consolidation,691.0,10.24%,217xx,MD,2 years,0.0,538.0
10000.0,2007-11-27,debt_consolidation,0.0,100%,114xx,NY,< 1 year,0.0,528.8333333333334
20000.0,2007-11-27,anie,685.0,5.33%,283xx,NC,5 years,0.0,531.2708333333334
10000.0,2007-11-27,rolling hills,534.0,1.37%,322xx,FL,3 years,0.0,528.7291666666666
1500.0,2007-11-27,other,662.0,3.08%,276xx,NC,< 1 year,0.0,531.125
15000.0,2007-11-27,"Nobody ever wants to go in to debt. When I met my husband 4 years ago, I had a few small credit cards that I was able to pay off without much help. I thought I was home free after that.  Well, things change. In late 2004, I was laid off two weeks before Christmas. That same week, we got a $300 gas bill and our only car died. We had no other option but to take out a $5000 line of credit to get a car. I started looking for work right away, but as the months rolled by, we had to turn to the line of credit to live.  Not too long after I was laid off, I found out I was pregnant. We were excited, yet terrified. How would we afford this on one income? I eventually did get a job, but making less than $7 an hour part time didn't do much at all. Our beautiful daughter came into the world on September 13, 2005. Soon after, we got a credit card to transfer some high interest balances and pay off our hospital bill.  For a while, things were okay. We weren't doing great, but we were surviving. Day by day, we sunk further into debt. And then the unthinkable happened- my husband was laid off. We both looked for jobs, but nothing came in for four months.  Another credit card entered the scene, which we essentially lived off of.  Excluding my looming student loans (I graduate in May), our current debt hovers around the $15,000 mark. My school schedule and my husband's work schedule finally allowed me to go back to work in August. Two incomes is better than one, but we're still struggling.  Getting a loan to consolidate everything would be a life saver. We're paying as high as 19% interest on one credit card. With student loan payments in the near future, and wanting to have another baby, it's essential to get our debt paid down.",669.0,32.62%,681xx,NE,< 1 year,0.0,535.9791666666666
5000.0,2007-11-27,tinkerbellz,584.0,9.78%,240xx,VA,1 year,0.0,533.5833333333334
25000.0,2007-11-27,rjslama,643.0,21.91%,322xx,FL,10+ years,0.0,534.6041666666666
4000.0,2007-11-27,debt_consolidation,619.0,8.56%,463xx,IN,10+ years,0.0,536.8333333333334
8000.0,2007-11-27,tonyhills39,452.0,13.33%,809xx,CO,2 years,0.0,536.9375
10000.0,2007-11-27,hemigirl30,518.0,16.4%,283xx,NC,2 years,0.0,537.8125
3000.0,2007-11-27,melissarrc,567.0,14.83%,300xx,GA,2 years,0.0,549.625
10000.0,2007-11-27,other,713.0,0.98%,300xx,GA,< 1 year,0.0,552.7708333333334
5000.0,2007-11-27,Millamodel,675.0,10.73%,217xx,MD,10+ years,0.0,556.25
10000.0,2007-11-27,charles2050,455.0,22.62%,852xx,AZ,1 year,0.0,555.2083333333334
20000.0,2007-11-27,major_purchase,654.0,6.37%,070xx,NJ,10+ years,0.0,556.125
9500.0,2007-11-28,debt_consolidation,658.0,29.36%,549xx,WI,6 years,0.0,658.0
1500.0,2007-11-28,precycler,581.0,0%,661xx,KS,< 1 year,0.0,619.5
3000.0,2007-11-28,ajm1216,569.0,7.94%,223xx,VA,2 years,0.0,602.6666666666666
5000.0,2007-11-28,dadude85239,480.0,18.8%,852xx,AZ,< 1 year,0.0,572.0
2000.0,2007-11-28,heavensangelsx3,440.0,21.36%,285xx,NC,10+ years,0.0,545.6
2000.0,2007-11-28,BrndGiles,505.0,1168.2%,212xx,MD,10+ years,0.0,538.8333333333334
1600.0,2007-11-28,Claudip,563.0,12.38%,282xx,NC,3 years,0.0,542.2857142857143
10000.0,2007-11-28,RandiN40,441.0,14.19%,383xx,TN,1 year,0.0,529.625
1000.0,2007-11-28,nanaw2907,616.0,26.11%,324xx,FL,4 years,0.0,539.2222222222222
3000.0,2007-11-28,home improvement,661.0,14.23%,321xx,FL,< 1 year,0.0,551.4
3000.0,2007-11-28,jadedrose,445.0,23.47%,285xx,NC,< 1 year,0.0,541.7272727272727
4000.0,2007-11-28,gene,577.0,17.68%,335xx,FL,4 years,0.0,544.6666666666666
5000.0,2007-11-28,wsmith42,538.0,36.36%,349xx,FL,< 1 year,0.0,544.1538461538462
1500.0,2007-11-28,akamja18,417.0,36.06%,356xx,AL,1 year,0.0,535.0714285714286
5000.0,2007-11-28,major_purchase,768.0,100%,329xx,FL,< 1 year,0.0,550.6
7500.0,2007-11-28,valleylily,511.0,30.67%,301xx,GA,< 1 year,0.0,548.125
4000.0,2007-11-28,major_purchase,677.0,12.18%,540xx,WI,4 years,0.0,555.7058823529412
1500.0,2007-11-28,dfdd1996,0.0,0%,681xx,NE,6 years,0.0,524.8333333333334
25000.0,2007-11-28,professor,661.0,45.26%,334xx,FL,2 years,0.0,532.0
5000.0,2007-11-28,mylostfamily9407,444.0,0%,604xx,IL,7 years,0.0,527.6
3000.0,2007-11-28,Jailyn024,564.0,27.87%,328xx,FL,1 year,0.0,529.3333333333334
6500.0,2007-11-28,jsuggs000,553.0,37.38%,363xx,AL,< 1 year,0.0,530.4090909090909
8000.0,2007-11-28,nd_nitro,516.0,42.9%,465xx,IN,7 years,0.0,529.7826086956521
10000.0,2007-11-28,dcsk,505.0,14.68%,064xx,CT,< 1 year,0.0,528.75
21000.0,2007-11-28,Ogden,684.0,0.33%,805xx,CO,< 1 year,0.0,534.96
15000.0,2007-11-28,Melanie,615.0,25.84%,018xx,MA,2 years,0.0,538.0384615384615
5000.0,2007-11-28,easytim,628.0,0%,703xx,LA,10+ years,0.0,541.3703703703703
3000.0,2007-11-28,jjmexhorn,512.0,17.53%,782xx,TX,3 years,0.0,540.3214285714286
6000.0,2007-11-28,hopeful1,513.0,20.18%,622xx,IL,4 years,0.0,539.3793103448276
2400.0,2007-11-28,Personal loan,647.0,6.27%,081xx,NJ,10+ years,0.0,542.9666666666667
4000.0,2007-11-28,GOOD7,548.0,11.78%,114xx,NY,10+ years,0.0,543.1290322580645
2000.0,2007-11-28,andyzd,590.0,26.3%,283xx,NC,6 years,0.0,544.59375
2000.0,2007-11-28,dawnie,593.0,6.19%,074xx,NJ,6 years,0.0,546.060606060606
9500.0,2007-11-28,Will be used to Consolidate my bills,601.0,134.57%,641xx,MO,4 years,0.0,547.6764705882352
3000.0,2007-11-28,kimmyc123,483.0,0%,546xx,WI,1 year,0.0,545.8285714285714
4000.0,2007-11-28,socraticstatic,581.0,19.88%,802xx,CO,7 years,0.0,546.8055555555555
25000.0,2007-11-28,tenderoney,458.0,8.54%,328xx,FL,10+ years,0.0,544.4054054054054
15000.0,2007-11-28,T2B,746.0,38.6%,275xx,NC,10+ years,0.0,549.7105263157895
7000.0,2007-11-28,debt_consolidation,711.0,19.92%,282xx,NC,< 1 year,0.0,553.8461538461538
2000.0,2007-11-28,other,577.0,13.63%,134xx,NY,10+ years,0.0,554.425
6000.0,2007-11-28,jp7073,522.0,25.58%,785xx,TX,7 years,0.0,553.6341463414634
5000.0,2007-11-28,yalunda37,500.0,23.27%,383xx,TN,8 years,0.0,552.3571428571429
4000.0,2007-11-28,debt_consolidation,621.0,1.23%,112xx,NY,10+ years,0.0,553.953488372093
11000.0,2007-11-28,VanLearOne,408.0,9.61%,209xx,MD,< 1 year,0.0,550.6363636363636
6000.0,2007-11-28,edstudent,523.0,127.6%,880xx,NM,7 years,0.0,550.0222222222222
15000.0,2007-11-28,killigrew,701.0,53.59%,774xx,TX,10+ years,0.0,553.304347826087
25000.0,2007-11-28,freeconnect2000,608.0,0%,125xx,NY,10+ years,0.0,554.468085106383
15000.0,2007-11-28,debt_consolidation,"",100%,100xx,NY,6 years,0.0,554.468085106383
3000.0,2007-11-28,bellgal23,513.0,10.78%,076xx,NJ,10+ years,0.0,553.6041666666666
4000.0,2007-11-28,other,685.0,49.38%,323xx,FL,4 years,0.0,556.2857142857143
12500.0,2007-11-28,kberg31974,641.0,2.98%,980xx,WA,< 1 year,0.0,555.9387755102041
7500.0,2007-11-28,laceydoll24,420.0,7.13%,374xx,TN,6 years,0.0,552.6530612244898
5000.0,2007-11-28,other,518.0,1.88%,301xx,GA,4 years,0.0,551.6122448979592
1500.0,2007-11-28,mrs.karenross,553.0,81.3%,383xx,TN,3 years,0.0,553.1020408163265
3500.0,2007-11-28,PAPA,539.0,18.19%,440xx,OH,< 1 year,0.0,555.1224489795918
15000.0,2007-11-28,jewel1967,489.0,35.75%,327xx,FL,9 years,0.0,554.795918367347
10000.0,2007-11-28,TaxMan,499.0,7.99%,676xx,KS,2 years,0.0,553.4897959183673
10000.0,2007-11-28,FELIZ85,465.0,0%,207xx,MD,2 years,0.0,553.9795918367347
5000.0,2007-11-28,GeorgiaBoy53,"",100%,322xx,KS,10+ years,0.0,552.6875
2000.0,2007-11-28,brat2gabby,548.0,41.6%,383xx,TN,10+ years,0.0,550.3333333333334
1000.0,2007-11-28,teasintan3,639.0,0%,070xx,NJ,5 years,0.0,554.375
5000.0,2007-11-28,enough,455.0,85.32%,303xx,GA,< 1 year,0.0,551.8333333333334
25000.0,2007-11-28,sickofcreditcards,675.0,20.23%,591xx,MT,10+ years,0.0,554.6875
6000.0,2007-11-28,naturesmanna,716.0,24.4%,278xx,NC,5 years,0.0,560.9166666666666
2000.0,2007-11-28,caddragon,471.0,64.55%,974xx,OR,2 years,0.0,554.7291666666666
25000.0,2007-11-28,ebastow,553.0,2.06%,834xx,ID,1 year,0.0,555.6041666666666
4200.0,2007-11-28,debt_consolidation,656.0,26.36%,638xx,MO,< 1 year,0.0,555.1666666666666
10000.0,2007-11-28,debt_consolidation,617.0,6.12%,336xx,FL,8 years,0.0,568.0208333333334
25000.0,2007-11-28,Kaea101,593.0,0%,967xx,HI,2 years,0.0,566.6041666666666
15000.0,2007-11-28,debt_consolidation,637.0,18.18%,021xx,MA,4 years,0.0,570.625
5000.0,2007-11-28,other,653.0,3.9%,284xx,NC,2 years,0.0,572.4791666666666
5000.0,2007-11-28,tmb69,563.0,0%,852xx,AZ,< 1 year,0.0,572.6875
6200.0,2007-11-28,Liz B,618.0,15.16%,219xx,MD,< 1 year,0.0,574.8125
10000.0,2007-11-28,wilway202,674.0,34.56%,309xx,GA,10+ years,0.0,578.3333333333334
6000.0,2007-11-28,mtnanny,0.0,0%,594xx,MT,< 1 year,0.0,564.0833333333334
10000.0,2007-11-28,meshellbrown,513.0,27.12%,383xx,TN,10+ years,0.0,561.9583333333334
20000.0,2007-11-28,mommyslilswthrt,0.0,0%,146xx,NY,< 1 year,0.0,548.875
500.0,2007-11-28,kimnfrank8457,438.0,24.08%,775xx,TX,< 1 year,0.0,547.3333333333334
2000.0,2007-11-28,kimnme22,456.0,42.19%,775xx,TX,3 years,0.0,546.1458333333334
10000.0,2007-11-28,Lankie,584.0,12.77%,875xx,NM,10+ years,0.0,544.8333333333334
2000.0,2007-11-28,avity,506.0,1.07%,486xx,MN,< 1 year,0.0,543.9583333333334
1450.0,2007-11-28,cmarina,631.0,22.19%,981xx,WA,< 1 year,0.0,544.8125
1500.0,2007-11-28,Calli3703,471.0,0%,477xx,IN,< 1 year,0.0,542.2708333333334
10000.0,2007-11-28,bucsmike,464.0,0.4%,847xx,UT,10+ years,0.0,539.4166666666666
15000.0,2007-11-28,jschieberl,488.0,20.78%,137xx,NY,1 year,0.0,539.5208333333334
25000.0,2007-11-28,matthew Fraser,675.0,3.33%,112xx,NY,10+ years,0.0,541.4791666666666
15000.0,2007-11-28,debt_consolidation,657.0,11.25%,334xx,FL,1 year,0.0,545.625
15000.0,2007-11-28,debt_consolidation,649.0,19.59%,024xx,MA,3 years,0.0,543.6041666666666
2000.0,2007-11-28,makinit10,385.0,2.79%,479xx,IN,5 years,0.0,536.8125
25000.0,2007-11-28,ziskey27,471.0,21.15%,436xx,OH,< 1 year,0.0,534.6041666666666
20000.0,2007-11-28,Starting a new moving company,723.0,18.2%,685xx,NE,3 years,0.0,538.7916666666666
2500.0,2007-11-28,mjh,0.0,0%,984xx,WA,< 1 year,0.0,528.375
5000.0,2007-11-28,other,646.0,13.36%,085xx,NJ,10+ years,0.0,528.8958333333334
14000.0,2007-11-28,jessica_rajpar42,428.0,0%,462xx,IN,1 year,0.0,529.3125
2000.0,2007-11-28,debt_consolidation,616.0,0.8%,652xx,MO,< 1 year,0.0,531.25
5000.0,2007-11-28,poolplayer1,421.0,13.68%,532xx,WI,2 years,0.0,525.4166666666666
3000.0,2007-11-28,hardwordingmoms,452.0,19.11%,984xx,WA,10+ years,0.0,522.1666666666666
5000.0,2007-11-28,other,646.0,13.36%,085xx,NJ,10+ years,0.0,524.6938775510204
15000.0,2007-11-28,debt_consolidation,694.0,81.14%,328xx,FL,2 years,0.0,528.3877551020408
5000.0,2007-11-28,gogetta1,445.0,9.3%,383xx,TN,< 1 year,0.0,523.4897959183673
4000.0,2007-11-28,Butternut,588.0,11.87%,383xx,TN,3 years,0.0,522.4081632653061
4000.0,2007-11-28,Chicago Actor on rise: Need Headshots,683.0,3.84%,465xx,IN,< 1 year,0.0,527.7755102040817
6000.0,2007-11-28,danmays,467.0,19.99%,473xx,IN,10+ years,0.0,526.734693877551
6000.0,2007-11-28,lrtoto,571.0,6.13%,984xx,WA,< 1 year,0.0,527.1020408163265
10000.0,2007-11-28,needmoney,606.0,1.12%,454xx,OH,1 year,0.0,528.469387755102
25000.0,2007-11-29,SDHPI,556.0,17.39%,980xx,WA,10+ years,0.0,556.0
2500.0,2007-11-29,lildude2179,528.0,33.3%,665xx,KS,1 year,0.0,542.0
18000.0,2007-11-29,jonimiki,667.0,40.07%,967xx,HI,10+ years,0.0,583.6666666666666
5000.0,2007-11-29,evilone,0.0,0%,660xx,KS,1 year,0.0,437.75
8500.0,2007-11-29,Gatorgirl24,515.0,18.86%,301xx,GA,< 1 year,0.0,453.2
10000.0,2007-11-29,lcole215,564.0,85.78%,285xx,NC,1 year,0.0,471.6666666666667
2500.0,2007-11-29,scervin,505.0,13.63%,358xx,AL,10+ years,0.0,476.42857142857144
3500.0,2007-11-29,calhounkirby,515.0,15.38%,301xx,GA,< 1 year,0.0,481.25
5000.0,2007-11-29,dcole1218,574.0,21.36%,285xx,NC,10+ years,0.0,491.55555555555554
6000.0,2007-11-29,monkintosh,633.0,16.04%,681xx,NE,< 1 year,0.0,505.7
3000.0,2007-11-29,hurtec,644.0,11.68%,100xx,NY,10+ years,0.0,518.2727272727273
18500.0,2007-11-29,debt_consolidation,713.0,30.8%,275xx,NC,1 year,0.0,534.5
5000.0,2007-11-29,klevass,447.0,12.99%,064xx,CT,1 year,0.0,527.7692307692307
10000.0,2007-11-29,treddi1,536.0,37.07%,707xx,LA,< 1 year,0.0,528.3571428571429
20000.0,2007-11-29,nita1105,531.0,27.04%,383xx,TN,10+ years,0.0,528.5333333333333
12000.0,2007-11-29,ulyssesmo,573.0,27.62%,631xx,MO,1 year,0.0,531.3125
20000.0,2007-11-29,DRH,628.0,7.76%,347xx,FL,10+ years,0.0,537.0
25000.0,2007-11-29,Breenie,495.0,15.43%,801xx,CO,10+ years,0.0,534.6666666666666
10000.0,2007-11-29,other,683.0,37.41%,360xx,AL,10+ years,0.0,542.4736842105264
5000.0,2007-11-29,AzBaron,544.0,31.23%,850xx,AZ,2 years,0.0,542.55
14000.0,2007-11-29,Carpediem100,691.0,18.22%,117xx,NY,7 years,0.0,549.6190476190476
4000.0,2007-11-29,mjitlal,618.0,3.45%,112xx,NY,5 years,0.0,552.7272727272727
10000.0,2007-11-29,debt_consolidation,622.0,63.25%,328xx,FL,4 years,0.0,555.7391304347826
6000.0,2007-11-29,bigskygirl,445.0,0%,594xx,MT,< 1 year,0.0,551.125
8000.0,2007-11-29,T-Thom,588.0,24.54%,474xx,IN,3 years,0.0,552.6
3500.0,2007-11-29,mominflorida,0.0,0%,339xx,FL,8 years,0.0,531.3461538461538
15000.0,2007-11-29,winter07,463.0,7.7%,984xx,WA,2 years,0.0,528.8148148148148
24000.0,2007-11-29,debt_consolidation,660.0,47.12%,132xx,NY,10+ years,0.0,533.5
15000.0,2007-11-29,other,642.0,37.69%,700xx,LA,1 year,0.0,537.2413793103449
5000.0,2007-11-29,baebae,483.0,18.9%,211xx,MD,< 1 year,0.0,535.4333333333333
15000.0,2007-11-29,debt_consolidation,721.0,33.96%,274xx,NC,10+ years,0.0,541.4193548387096
3000.0,2007-11-29,other,733.0,53.35%,303xx,GA,4 years,0.0,547.40625
10000.0,2007-11-29,lulaoldman1958,389.0,51.6%,874xx,NM,10+ years,0.0,542.6060606060606
10000.0,2007-11-29,debt_consolidation,633.0,25.12%,018xx,MA,8 years,0.0,545.2647058823529
12000.0,2007-11-29,rayrayray31,683.0,31.03%,761xx,TX,1 year,0.0,549.2
1000.0,2007-11-29,syclone16,573.0,41.35%,809xx,CO,1 year,0.0,549.8611111111111
15000.0,2007-11-29,debt_consolidation,710.0,60.21%,705xx,LA,10+ years,0.0,554.1891891891892
500.0,2007-11-29,g.mom,492.0,0%,088xx,NJ,8 years,0.0,552.5526315789474
500.0,2007-11-29,outlaw6976,509.0,0%,767xx,TX,1 year,0.0,551.4358974358975
3000.0,2007-11-29,dadto4,481.0,21.66%,761xx,TX,9 years,0.0,549.675
8000.0,2007-11-29,qdoknee,693.0,28.22%,981xx,WA,10+ years,0.0,553.170731707317
5000.0,2007-11-29,lidell,555.0,43.1%,383xx,TN,5 years,0.0,553.2142857142857
3000.0,2007-11-29,byrddog20,477.0,309.6%,380xx,TN,1 year,0.0,551.4418604651163
4800.0,2007-11-29,repositionmyself,657.0,8.15%,224xx,VA,10+ years,0.0,553.8409090909091
20000.0,2007-11-29,readra21,458.0,0.72%,985xx,WA,7 years,0.0,551.7111111111111
3000.0,2007-11-29,IL,607.0,12.63%,600xx,IL,10+ years,0.0,552.9130434782609
15000.0,2007-11-29,yankeeroadrunner1,567.0,5.6%,344xx,FL,< 1 year,0.0,553.2127659574468
1000.0,2007-11-29,joycesolsberry,441.0,23.33%,474xx,IN,2 years,0.0,550.875
4000.0,2007-11-29,debt_consolidation,703.0,52.13%,346xx,FL,8 years,0.0,553.9795918367347
15000.0,2007-11-29,debt_consolidation,621.0,19.1%,025xx,MA,6 years,0.0,555.32
10000.0,2007-11-29,other,653.0,15.53%,117xx,NY,10+ years,0.0,557.26
5000.0,2007-11-29,classielady12,460.0,9.63%,939xx,CO,4 years,0.0,555.9
5000.0,2007-11-29,BlueMax,615.0,21.16%,631xx,MO,10+ years,0.0,554.86
1000.0,2007-11-29,bpatel53042,579.0,6.48%,630xx,MO,< 1 year,0.0,566.44
4000.0,2007-11-29,aunty,508.0,0%,283xx,NC,10+ years,0.0,566.3
25000.0,2007-11-29,amicusceo,644.0,22.67%,810xx,CO,< 1 year,0.0,567.9
2000.0,2007-11-29,pheenix,574.0,4.17%,945xx,CA,1 year,0.0,569.28
3000.0,2007-11-29,debt_consolidation,704.0,59.15%,109xx,NY,10+ years,0.0,573.06
6000.0,2007-11-29,home_improvement,628.0,44.85%,327xx,FL,5 years,0.0,574.14
20000.0,2007-11-29,debt_consolidation,693.0,59.26%,477xx,IN,2 years,0.0,575.34
15000.0,2007-11-29,major_purchase,632.0,1.31%,283xx,NC,8 years,0.0,575.1
10000.0,2007-11-29,texastee1,702.0,21.22%,774xx,TX,10+ years,0.0,574.88
5000.0,2007-11-29,other,659.0,12.42%,112xx,NY,10+ years,0.0,579.12
4500.0,2007-11-29,islandqueen,522.0,0%,298xx,SC,< 1 year,0.0,578.84
10000.0,2007-11-29,major_purchase,678.0,0.26%,804xx,CO,< 1 year,0.0,581.78
1000.0,2007-11-29,militarywife1,551.0,327.31%,285xx,NC,< 1 year,0.0,581.34
25000.0,2007-11-29,Roberts Family,644.0,22.32%,296xx,SC,< 1 year,0.0,581.66
12500.0,2007-11-29,mjberg,646.0,5.39%,980xx,WA,< 1 year,0.0,584.68
20000.0,2007-11-29,debt_consolidation,693.0,39.95%,328xx,FL,1 year,0.0,584.88
10000.0,2007-11-29,snowwhite3410,632.0,18.92%,383xx,TN,4 years,0.0,586.64
23000.0,2007-11-29,debt_consolidation,726.0,41.13%,881xx,NM,10+ years,0.0,587.34
5000.0,2007-11-29,JBcashflow,542.0,18.99%,232xx,VA,1 year,0.0,585.82
15000.0,2007-11-29,other,577.0,0%,320xx,FL,4 years,0.0,584.92
3000.0,2007-11-29,jknafelc25,0.0,0%,308xx,GA,< 1 year,0.0,576.02
2000.0,2007-11-29,soldier,495.0,14.59%,477xx,IN,6 years,0.0,574.16
18000.0,2007-11-29,stracing88,644.0,39.39%,383xx,TN,9 years,0.0,587.04
3000.0,2007-11-30,i95rider06,639.0,13.44%,984xx,WA,1 year,0.0,639.0
25000.0,2007-11-30,tcre,698.0,0.24%,787xx,TX,2 years,0.0,668.5
2000.0,2007-11-30,other,653.0,40.89%,115xx,NY,3 years,0.0,663.3333333333334
2000.0,2007-11-30,debt_consolidation,658.0,1.26%,134xx,NY,10+ years,0.0,662.0
2500.0,2007-11-30,goldrm,534.0,0%,198xx,DE,1 year,0.0,636.4
8000.0,2007-11-30,jchesnut,465.0,9.41%,450xx,OH,1 year,0.0,607.8333333333334
7500.0,2007-11-30,TampaBlues22,591.0,6.64%,327xx,FL,< 1 year,0.0,605.4285714285714
5000.0,2007-11-30,Hildebeest,678.0,11.38%,385xx,TN,7 years,0.0,614.5
3000.0,2007-11-30,mimi58,598.0,15.78%,328xx,FL,1 year,0.0,612.6666666666666
10000.0,2007-11-30,dayobolaji,564.0,4.98%,089xx,NJ,5 years,0.0,607.8
10000.0,2007-11-30,debt_consolidation,646.0,9.79%,077xx,NJ,< 1 year,0.0,611.2727272727273
8000.0,2007-11-30,riverrat,600.0,19.99%,136xx,NY,10+ years,0.0,610.3333333333334
2000.0,2007-11-30,bus3154,553.0,0%,347xx,FL,10+ years,0.0,605.9230769230769
5000.0,2007-11-30,allib,418.0,2%,331xx,FL,< 1 year,0.0,592.5
15000.0,2007-11-30,mlaryea,426.0,0.84%,113xx,NY,< 1 year,0.0,581.4
2500.0,2007-11-30,debt_consolidation,624.0,799.88%,142xx,NY,10+ years,0.0,584.0625
500.0,2007-11-30,bigbaby,554.0,8.93%,349xx,FL,7 years,0.0,582.2941176470588
12000.0,2007-11-30,Debt Cosolidation,667.0,7.58%,301xx,GA,4 years,0.0,587.0
8000.0,2007-11-30,smlyons822,521.0,4.74%,104xx,NY,1 year,0.0,583.5263157894736
